Date,Description,Deposits,Withdrawls,Balance
01-Dec-2020,NEFT,00.00,"50,344.39","151,033.17"
01-Dec-2020,IMPS,00.00,"37,758.29","113,274.88"
01-Dec-2020,Tax,"251,831.00",00.00,"365,105.88"
01-Dec-2020,Purchase,00.00,"36,510.59","328,595.29"
01-Dec-2020,Transfer,00.50,00.00,"328,595.79"
01-Dec-2020,Cash,00.00,"41,074.47","287,521.32"
01-Dec-2020,Cash,57.07,00.00,"287,578.39"
01-Dec-2020,ATM,17.44,00.00,"287,595.83"
01-Dec-2020,Cheque,00.00,"31,955.09","255,640.74"
01-Dec-2020,Miscellaneous,00.00,"36,520.11","219,120.63"
01-Dec-2020,Bill,00.00,"21,912.06","197,208.57"
01-Dec-2020,Bill,202.90,00.00,"197,411.47"
01-Dec-2020,Interest,00.00,"197,411.47",00.00
01-Dec-2020,IMPS,"80,918.53",00.00,"80,918.53"
01-Dec-2020,Tax,00.00,"8,990.95","71,927.58"
01-Dec-2020,Bill,"780,337.80",00.00,"852,265.38"
01-Dec-2020,Cheque,649.00,00.00,"852,914.38"
01-Dec-2020,Bill,00.00,"85,291.44","767,622.94"
01-Dec-2020,Commission,"472,737.00",00.00,"1,240,359.94"
01-Dec-2020,Reversal,23.20,00.00,"1,240,383.14"
01-Dec-2020,Tax,00.00,"124,038.31","1,116,344.83"
01-Dec-2020,IMPS,"629,146.20",00.00,"1,745,491.03"
01-Dec-2020,RTGS,"192,748.00",00.00,"1,938,239.03"
01-Dec-2020,Debit Card,"2,413.00",00.00,"1,940,652.03"
01-Dec-2020,ATM,"45,629.70",00.00,"1,986,281.73"
01-Dec-2020,Tax,"93,567.70",00.00,"2,079,849.43"
01-Dec-2020,Interest,00.00,"346,641.57","1,733,207.86"
01-Dec-2020,Bill,"10,986.75",00.00,"1,744,194.61"
01-Dec-2020,Bill,00.00,"193,799.40","1,550,395.21"
01-Dec-2020,NEFT,00.00,"258,399.20","1,291,996.01"
01-Dec-2020,Miscellaneous,00.00,"129,199.60","1,162,796.41"
01-Dec-2020,Bill,00.00,"166,113.77","996,682.64"
01-Dec-2020,Reversal,01.00,00.00,"996,683.64"
01-Dec-2020,Tax,00.00,"199,336.73","797,346.91"
01-Dec-2020,Transfer,00.00,"88,594.10","708,752.81"
01-Dec-2020,Debit Card,"1,258,801.00",00.00,"1,967,553.81"
01-Dec-2020,IMPS,00.00,"1,967,553.81",00.00
01-Dec-2020,RTGS,"510,694.00",00.00,"510,694.00"
01-Dec-2020,ATM,00.00,"255,347.00","255,347.00"
01-Dec-2020,Cheque,"886,595.75",00.00,"1,141,942.75"
01-Dec-2020,RTGS,"192,915.19",00.00,"1,334,857.94"
01-Dec-2020,Cash,00.00,"1,334,857.94",00.00
01-Dec-2020,Cash,"152,216.38",00.00,"152,216.38"
01-Dec-2020,Transfer,00.00,"30,443.28","121,773.10"
01-Dec-2020,Cheque,00.00,"60,886.55","60,886.55"
01-Dec-2020,IMPS,368.21,00.00,"61,254.76"
01-Dec-2020,Interest,00.00,"10,209.13","51,045.63"
01-Dec-2020,Tax,768.60,00.00,"51,814.23"
01-Dec-2020,Miscellaneous,"1,452.00",00.00,"53,266.23"
01-Dec-2020,Transfer,00.00,"53,266.23",00.00
01-Dec-2020,Cheque,02.00,00.00,02.00
01-Dec-2020,NEFT,124.10,00.00,126.10
02-Dec-2020,NEFT,07.21,00.00,133.31
02-Dec-2020,Purchase,"1,320,498.25",00.00,"1,320,631.56"
02-Dec-2020,Cash,03.00,00.00,"1,320,634.56"
02-Dec-2020,Transfer,00.00,"330,158.64","990,475.92"
02-Dec-2020,NEFT,00.00,"198,095.18","792,380.74"
02-Dec-2020,Interest,00.00,"88,042.30","704,338.44"
02-Dec-2020,Cash,"2,215.00",00.00,"706,553.44"
02-Dec-2020,Miscellaneous,00.00,"353,276.72","353,276.72"
02-Dec-2020,Purchase,"255,728.00",00.00,"609,004.72"
02-Dec-2020,Transfer,00.00,"67,667.19","541,337.53"
02-Dec-2020,Transfer,00.00,"54,133.75","487,203.78"
02-Dec-2020,Reversal,00.00,"69,600.54","417,603.24"
02-Dec-2020,Interest,00.00,"59,657.61","357,945.63"
02-Dec-2020,NEFT,00.00,"39,771.74","318,173.89"
02-Dec-2020,Miscellaneous,00.00,"45,453.41","272,720.48"
02-Dec-2020,Cash,00.00,"45,453.41","227,267.07"
02-Dec-2020,Reversal,00.80,00.00,"227,267.87"
02-Dec-2020,Miscellaneous,00.00,"37,877.98","189,389.89"
02-Dec-2020,Reversal,00.00,"189,389.89",00.00
02-Dec-2020,ATM,07.90,00.00,07.90
02-Dec-2020,Reversal,"2,495.77",00.00,"2,503.67"
02-Dec-2020,IMPS,00.00,278.19,"2,225.48"
02-Dec-2020,Purchase,00.00,278.19,"1,947.30"
02-Dec-2020,Cash,"31,096.00",00.00,"33,043.30"
02-Dec-2020,IMPS,398.34,00.00,"33,441.64"
02-Dec-2020,Reversal,00.00,"33,441.64",00.00
02-Dec-2020,Purchase,04.50,00.00,04.50
02-Dec-2020,NEFT,00.00,00.64,03.86
02-Dec-2020,Purchase,447.00,00.00,450.86
02-Dec-2020,Transfer,"215,584.91",00.00,"216,035.77"
02-Dec-2020,IMPS,00.00,"43,207.15","172,828.62"
02-Dec-2020,Tax,10.43,00.00,"172,839.05"
02-Dec-2020,Cash,"26,772.04",00.00,"199,611.09"
02-Dec-2020,RTGS,00.00,"99,805.55","99,805.54"
02-Dec-2020,Bill,"168,531.50",00.00,"268,337.04"
02-Dec-2020,Bill,00.00,"26,833.70","241,503.34"
02-Dec-2020,Tax,00.00,"40,250.56","201,252.78"
02-Dec-2020,Interest,05.40,00.00,"201,258.18"
02-Dec-2020,Tax,04.00,00.00,"201,262.18"
02-Dec-2020,RTGS,00.00,"67,087.39","134,174.79"
02-Dec-2020,Tax,00.00,"33,543.70","100,631.09"
02-Dec-2020,Bill,00.00,"20,126.22","80,504.87"
02-Dec-2020,Debit Card,"23,312.30",00.00,"103,817.17"
02-Dec-2020,Miscellaneous,00.00,"12,977.15","90,840.02"
02-Dec-2020,Tax,52.00,00.00,"90,892.02"
02-Dec-2020,Miscellaneous,"4,191.30",00.00,"95,083.32"
02-Dec-2020,Debit Card,"2,054,461.00",00.00,"2,149,544.32"
02-Dec-2020,Debit Card,00.00,"307,077.76","1,842,466.56"
02-Dec-2020,ATM,00.00,"921,233.28","921,233.28"
02-Dec-2020,Bill,24.00,00.00,"921,257.28"
02-Dec-2020,NEFT,00.00,"184,251.46","737,005.82"
02-Dec-2020,IMPS,"3,278.73",00.00,"740,284.55"
02-Dec-2020,Transfer,"21,741.10",00.00,"762,025.65"
02-Dec-2020,RTGS,00.00,"95,253.21","666,772.44"
02-Dec-2020,Tax,00.00,"333,386.22","333,386.22"
02-Dec-2020,IMPS,00.00,"41,673.28","291,712.94"
02-Dec-2020,Cheque,"20,564.07",00.00,"312,277.01"
02-Dec-2020,Commission,672.00,00.00,"312,949.01"
02-Dec-2020,Bill,00.00,"39,118.63","273,830.38"
02-Dec-2020,Cheque,"15,022.00",00.00,"288,852.38"
02-Dec-2020,RTGS,"686,688.00",00.00,"975,540.38"
02-Dec-2020,RTGS,00.00,"108,393.38","867,147.00"
02-Dec-2020,NEFT,"1,306,153.00",00.00,"2,173,300.00"
02-Dec-2020,Miscellaneous,"2,282.70",00.00,"2,175,582.70"
02-Dec-2020,Interest,00.00,"271,947.84","1,903,634.86"
02-Dec-2020,Miscellaneous,"15,581.50",00.00,"1,919,216.36"
02-Dec-2020,Reversal,"1,638,260.00",00.00,"3,557,476.36"
02-Dec-2020,Bill,07.97,00.00,"3,557,484.33"
02-Dec-2020,ATM,00.00,"1,185,828.11","2,371,656.22"
02-Dec-2020,NEFT,00.00,"263,517.36","2,108,138.86"
02-Dec-2020,IMPS,00.00,"1,054,069.43","1,054,069.43"
02-Dec-2020,Cheque,18.70,00.00,"1,054,088.13"
02-Dec-2020,Commission,00.00,"131,761.02","922,327.11"
02-Dec-2020,Miscellaneous,12.90,00.00,"922,340.01"
02-Dec-2020,Miscellaneous,00.00,"92,234.00","830,106.01"
02-Dec-2020,Tax,"130,529.00",00.00,"960,635.01"
02-Dec-2020,Cash,16.91,00.00,"960,651.92"
02-Dec-2020,IMPS,"189,291.25",00.00,"1,149,943.17"
02-Dec-2020,RTGS,00.00,"164,277.60","985,665.57"
02-Dec-2020,Debit Card,"17,741.90",00.00,"1,003,407.47"
02-Dec-2020,ATM,00.00,"125,425.93","877,981.54"
02-Dec-2020,Cheque,00.00,"175,596.31","702,385.23"
02-Dec-2020,Debit Card,627.50,00.00,"703,012.73"
02-Dec-2020,IMPS,"1,107,083.80",00.00,"1,810,096.53"
02-Dec-2020,Bill,"8,122.50",00.00,"1,818,219.03"
03-Dec-2020,Bill,03.70,00.00,"1,818,222.73"
04-Dec-2020,Bill,00.00,"259,746.10","1,558,476.63"
04-Dec-2020,Interest,00.00,"222,639.52","1,335,837.11"
04-Dec-2020,ATM,00.00,"267,167.42","1,068,669.69"
05-Dec-2020,Interest,00.00,"152,667.10","916,002.59"
05-Dec-2020,Reversal,00.00,"114,500.32","801,502.27"
05-Dec-2020,Reversal,00.00,"160,300.45","641,201.82"
05-Dec-2020,Tax,"122,102.90",00.00,"763,304.72"
05-Dec-2020,Cheque,478.51,00.00,"763,783.23"
05-Dec-2020,Tax,00.00,"127,297.21","636,486.02"
05-Dec-2020,Commission,00.00,"318,243.01","318,243.01"
05-Dec-2020,Cheque,00.00,"35,360.33","282,882.68"
05-Dec-2020,Tax,00.00,"56,576.54","226,306.14"
05-Dec-2020,Miscellaneous,253.00,00.00,"226,559.14"
05-Dec-2020,Interest,00.00,"32,365.59","194,193.55"
05-Dec-2020,Purchase,00.00,"48,548.39","145,645.16"
05-Dec-2020,Debit Card,06.00,00.00,"145,651.16"
05-Dec-2020,ATM,80.80,00.00,"145,731.96"
05-Dec-2020,RTGS,00.00,"48,577.32","97,154.64"
05-Dec-2020,Bill,00.00,"12,144.33","85,010.31"
05-Dec-2020,Interest,00.00,"10,626.29","74,384.02"
05-Dec-2020,NEFT,33.45,00.00,"74,417.47"
05-Dec-2020,Interest,00.00,"9,302.18","65,115.29"
05-Dec-2020,Tax,00.00,"8,139.41","56,975.88"
05-Dec-2020,IMPS,00.00,"11,395.18","45,580.70"
05-Dec-2020,Tax,00.00,"7,596.78","37,983.92"
05-Dec-2020,Cheque,00.00,"37,983.92",00.00
05-Dec-2020,Tax,"212,667.80",00.00,"212,667.80"
05-Dec-2020,ATM,"2,462.64",00.00,"215,130.44"
05-Dec-2020,Debit Card,00.00,"35,855.07","179,275.37"
05-Dec-2020,Reversal,00.00,"17,927.54","161,347.83"
05-Dec-2020,Cash,00.00,"26,891.31","134,456.52"
05-Dec-2020,RTGS,"1,730,089.00",00.00,"1,864,545.52"
05-Dec-2020,Transfer,07.56,00.00,"1,864,553.08"
05-Dec-2020,NEFT,00.00,"621,517.69","1,243,035.39"
05-Dec-2020,Cash,29.48,00.00,"1,243,064.87"
05-Dec-2020,Purchase,00.00,"248,612.97","994,451.90"
05-Dec-2020,Transfer,00.00,"198,890.38","795,561.52"
05-Dec-2020,Cash,00.00,"265,187.17","530,374.35"
05-Dec-2020,Interest,00.00,"530,374.35",00.00
05-Dec-2020,Bill,"1,716,175.25",00.00,"1,716,175.25"
05-Dec-2020,IMPS,00.00,"171,617.53","1,544,557.72"
06-Dec-2020,Transfer,00.00,"193,069.72","1,351,488.00"
06-Dec-2020,ATM,00.00,"193,069.71","1,158,418.29"
06-Dec-2020,IMPS,00.00,"115,841.83","1,042,576.46"
06-Dec-2020,Purchase,"2,185.00",00.00,"1,044,761.46"
06-Dec-2020,Commission,09.70,00.00,"1,044,771.16"
06-Dec-2020,Purchase,00.00,"149,253.02","895,518.14"
06-Dec-2020,Debit Card,00.00,"111,939.77","783,578.37"
06-Dec-2020,Miscellaneous,"12,056.23",00.00,"795,634.60"
06-Dec-2020,IMPS,271.21,00.00,"795,905.81"
06-Dec-2020,Reversal,00.00,"198,976.45","596,929.36"
06-Dec-2020,Tax,00.00,"66,325.48","530,603.88"
06-Dec-2020,Reversal,"2,370.41",00.00,"532,974.29"
06-Dec-2020,Miscellaneous,00.00,"133,243.57","399,730.72"
06-Dec-2020,ATM,00.00,"399,730.72",00.00
06-Dec-2020,Bill,"11,859.40",00.00,"11,859.40"
06-Dec-2020,RTGS,00.00,"3,953.13","7,906.27"
06-Dec-2020,Tax,"239,093.10",00.00,"246,999.37"
06-Dec-2020,ATM,688.90,00.00,"247,688.27"
06-Dec-2020,Interest,"1,031,646.25",00.00,"1,279,334.52"
06-Dec-2020,Cheque,00.00,"159,916.82","1,119,417.70"
06-Dec-2020,Interest,00.00,"124,379.74","995,037.96"
06-Dec-2020,NEFT,00.00,"199,007.59","796,030.37"
06-Dec-2020,Commission,04.42,00.00,"796,034.79"
07-Dec-2020,Interest,00.00,"99,504.35","696,530.44"
07-Dec-2020,Tax,03.90,00.00,"696,534.34"
07-Dec-2020,Cash,16.90,00.00,"696,551.24"
07-Dec-2020,Reversal,"4,641.07",00.00,"701,192.31"
07-Dec-2020,Interest,00.00,"116,865.39","584,326.93"
07-Dec-2020,Cash,00.00,"73,040.87","511,286.06"
07-Dec-2020,RTGS,06.37,00.00,"511,292.43"
07-Dec-2020,Commission,00.00,"170,430.81","340,861.62"
07-Dec-2020,Miscellaneous,"158,134.10",00.00,"498,995.72"
07-Dec-2020,NEFT,00.00,"498,995.72",00.00
07-Dec-2020,Reversal,07.00,00.00,07.00
07-Dec-2020,Reversal,"1,886.60",00.00,"1,893.60"
07-Dec-2020,Purchase,00.00,270.51,"1,623.09"
07-Dec-2020,Bill,"1,082,696.00",00.00,"1,084,319.09"
07-Dec-2020,Reversal,00.00,"135,539.89","948,779.20"
07-Dec-2020,Transfer,211.00,00.00,"948,990.20"
07-Dec-2020,IMPS,03.98,00.00,"948,994.18"
07-Dec-2020,RTGS,00.00,"118,624.27","830,369.91"
07-Dec-2020,NEFT,00.00,"830,369.91",00.00
07-Dec-2020,Bill,"10,994.30",00.00,"10,994.30"
07-Dec-2020,Cash,00.00,"2,748.58","8,245.72"
07-Dec-2020,Transfer,"240,329.70",00.00,"248,575.42"
07-Dec-2020,Commission,07.83,00.00,"248,583.25"
07-Dec-2020,Reversal,00.00,"41,430.54","207,152.71"
07-Dec-2020,Purchase,00.00,"41,430.54","165,722.17"
07-Dec-2020,Commission,445.61,00.00,"166,167.78"
07-Dec-2020,Bill,00.00,"83,083.89","83,083.89"
07-Dec-2020,IMPS,"236,751.00",00.00,"319,834.89"
07-Dec-2020,Interest,238.96,00.00,"320,073.85"
07-Dec-2020,Bill,"1,812,947.75",00.00,"2,133,021.60"
07-Dec-2020,Commission,00.00,"426,604.32","1,706,417.28"
07-Dec-2020,IMPS,25.20,00.00,"1,706,442.48"
07-Dec-2020,Purchase,"29,183.30",00.00,"1,735,625.78"
07-Dec-2020,Commission,"2,019,974.80",00.00,"3,755,600.58"
07-Dec-2020,Miscellaneous,00.00,"536,514.37","3,219,086.21"
07-Dec-2020,Purchase,00.00,"536,514.37","2,682,571.84"
07-Dec-2020,Commission,00.00,"298,063.54","2,384,508.30"
08-Dec-2020,Tax,00.00,"397,418.05","1,987,090.25"
08-Dec-2020,Bill,"127,992.00",00.00,"2,115,082.25"
08-Dec-2020,Cash,00.00,"211,508.23","1,903,574.02"
08-Dec-2020,NEFT,"59,313.00",00.00,"1,962,887.02"
08-Dec-2020,IMPS,06.97,00.00,"1,962,893.99"
08-Dec-2020,Interest,00.00,"327,149.00","1,635,744.99"
08-Dec-2020,Commission,00.00,"163,574.50","1,472,170.49"
08-Dec-2020,Purchase,00.00,"245,361.75","1,226,808.74"
08-Dec-2020,Commission,00.00,"245,361.75","981,446.99"
08-Dec-2020,IMPS,30.29,00.00,"981,477.28"
08-Dec-2020,Cash,"155,109.00",00.00,"1,136,586.28"
08-Dec-2020,Debit Card,"77,367.90",00.00,"1,213,954.18"
08-Dec-2020,Tax,05.34,00.00,"1,213,959.52"
08-Dec-2020,Tax,"1,698,192.50",00.00,"2,912,152.02"
08-Dec-2020,ATM,00.00,"323,572.45","2,588,579.57"
08-Dec-2020,Interest,00.00,"862,859.86","1,725,719.71"
08-Dec-2020,Tax,00.00,"575,239.90","1,150,479.81"
08-Dec-2020,ATM,"44,333.00",00.00,"1,194,812.81"
08-Dec-2020,Miscellaneous,"185,401.40",00.00,"1,380,214.21"
08-Dec-2020,Commission,00.00,"690,107.11","690,107.10"
08-Dec-2020,Cheque,"2,773.92",00.00,"692,881.02"
08-Dec-2020,Tax,00.00,"69,288.10","623,592.92"
08-Dec-2020,Reversal,00.00,"103,932.15","519,660.77"
08-Dec-2020,Commission,00.00,"129,915.19","389,745.58"
08-Dec-2020,NEFT,55.10,00.00,"389,800.68"
08-Dec-2020,Commission,"1,166,337.50",00.00,"1,556,138.18"
08-Dec-2020,Reversal,"208,625.00",00.00,"1,764,763.18"
08-Dec-2020,Transfer,"114,091.00",00.00,"1,878,854.18"
08-Dec-2020,NEFT,30.36,00.00,"1,878,884.54"
08-Dec-2020,Reversal,00.00,"469,721.14","1,409,163.40"
08-Dec-2020,NEFT,00.00,"281,832.68","1,127,330.72"
08-Dec-2020,Cheque,07.40,00.00,"1,127,338.12"
08-Dec-2020,Miscellaneous,04.00,00.00,"1,127,342.12"
08-Dec-2020,Miscellaneous,"1,813,784.00",00.00,"2,941,126.12"
08-Dec-2020,Debit Card,00.00,"367,640.77","2,573,485.36"
08-Dec-2020,Transfer,00.00,"428,914.23","2,144,571.13"
08-Dec-2020,Transfer,56.50,00.00,"2,144,627.63"
08-Dec-2020,Tax,"4,524.00",00.00,"2,149,151.63"
08-Dec-2020,Cheque,00.00,"2,149,151.63",00.00
08-Dec-2020,IMPS,"210,860.00",00.00,"210,860.00"
08-Dec-2020,Debit Card,"22,861.90",00.00,"233,721.90"
08-Dec-2020,Bill,"1,207,470.00",00.00,"1,441,191.90"
08-Dec-2020,ATM,"2,839.66",00.00,"1,444,031.56"
08-Dec-2020,Cheque,00.00,"240,671.93","1,203,359.63"
08-Dec-2020,Bill,00.00,"120,335.96","1,083,023.67"
08-Dec-2020,Commission,00.00,"361,007.89","722,015.78"
08-Dec-2020,NEFT,00.00,"240,671.93","481,343.85"
08-Dec-2020,Bill,00.00,"160,447.95","320,895.90"
08-Dec-2020,Tax,00.00,"320,895.90",00.00
08-Dec-2020,Debit Card,"879,299.50",00.00,"879,299.50"
08-Dec-2020,Bill,00.00,"219,824.88","659,474.62"
09-Dec-2020,Commission,"1,869,901.00",00.00,"2,529,375.62"
09-Dec-2020,IMPS,00.00,"2,529,375.62",00.00
09-Dec-2020,Debit Card,04.49,00.00,04.49
09-Dec-2020,Transfer,"602,022.00",00.00,"602,026.49"
09-Dec-2020,Transfer,748.50,00.00,"602,774.99"
09-Dec-2020,Purchase,"18,048.10",00.00,"620,823.09"
09-Dec-2020,Cheque,00.00,"155,205.77","465,617.32"
09-Dec-2020,Cheque,27.00,00.00,"465,644.32"
09-Dec-2020,Cheque,00.00,00.00,"465,644.32"
09-Dec-2020,Reversal,"3,161.00",00.00,"468,805.32"
09-Dec-2020,Reversal,01.73,00.00,"468,807.05"
09-Dec-2020,Commission,"128,769.50",00.00,"597,576.55"
09-Dec-2020,Debit Card,"1,414,030.00",00.00,"2,011,606.55"
10-Dec-2020,Miscellaneous,"813,578.00",00.00,"2,825,184.55"
10-Dec-2020,ATM,346.20,00.00,"2,825,530.75"
10-Dec-2020,Commission,00.00,"706,382.69","2,119,148.06"
10-Dec-2020,Transfer,00.00,"423,829.61","1,695,318.45"
10-Dec-2020,Cheque,00.00,"188,368.72","1,506,949.73"
10-Dec-2020,IMPS,00.00,"251,158.29","1,255,791.44"
10-Dec-2020,NEFT,"16,555.80",00.00,"1,272,347.24"
10-Dec-2020,Tax,60.16,00.00,"1,272,407.40"
10-Dec-2020,RTGS,00.00,"1,272,407.40",00.00
10-Dec-2020,Purchase,51.22,00.00,51.22
10-Dec-2020,Cheque,00.00,10.24,40.98
10-Dec-2020,Miscellaneous,"3,679.00",00.00,"3,719.98"
10-Dec-2020,Cheque,"1,842.00",00.00,"5,561.98"
10-Dec-2020,IMPS,"4,841.00",00.00,"10,402.98"
10-Dec-2020,RTGS,00.00,"3,467.66","6,935.32"
10-Dec-2020,Tax,00.00,"1,733.83","5,201.49"
10-Dec-2020,Commission,00.00,"2,600.75","2,600.74"
10-Dec-2020,Cash,03.83,00.00,"2,604.57"
10-Dec-2020,RTGS,"159,995.25",00.00,"162,599.82"
10-Dec-2020,RTGS,00.00,"32,519.96","130,079.86"
10-Dec-2020,NEFT,"27,424.10",00.00,"157,503.96"
10-Dec-2020,Interest,00.00,"39,375.99","118,127.97"
10-Dec-2020,Purchase,00.00,"14,766.00","103,361.97"
10-Dec-2020,ATM,00.00,"12,920.25","90,441.72"
10-Dec-2020,Cheque,05.00,00.00,"90,446.72"
10-Dec-2020,IMPS,"1,452,721.50",00.00,"1,543,168.22"
10-Dec-2020,Commission,00.00,"771,584.11","771,584.11"
10-Dec-2020,Cash,00.00,"128,597.35","642,986.76"
10-Dec-2020,IMPS,"19,835.20",00.00,"662,821.96"
10-Dec-2020,Tax,00.00,"73,646.88","589,175.08"
10-Dec-2020,Reversal,"2,145.30",00.00,"591,320.38"
10-Dec-2020,Reversal,00.00,"65,702.26","525,618.12"
10-Dec-2020,Cash,"3,573.57",00.00,"529,191.69"
10-Dec-2020,Debit Card,00.00,"75,598.81","453,592.88"
10-Dec-2020,Debit Card,00.00,"75,598.81","377,994.07"
10-Dec-2020,Transfer,00.00,"75,598.81","302,395.26"
10-Dec-2020,Debit Card,37.00,00.00,"302,432.26"
10-Dec-2020,Purchase,"989,122.50",00.00,"1,291,554.76"
10-Dec-2020,NEFT,09.25,00.00,"1,291,564.01"
10-Dec-2020,Cash,00.00,"143,507.11","1,148,056.90"
10-Dec-2020,RTGS,09.50,00.00,"1,148,066.40"
10-Dec-2020,Commission,00.00,"127,562.93","1,020,503.47"
10-Dec-2020,Reversal,00.00,"170,083.91","850,419.56"
10-Dec-2020,RTGS,00.00,"283,473.19","566,946.37"
11-Dec-2020,Commission,00.00,"62,994.04","503,952.33"
11-Dec-2020,Cheque,00.00,"167,984.11","335,968.22"
11-Dec-2020,Tax,33.00,00.00,"336,001.22"
11-Dec-2020,Interest,02.09,00.00,"336,003.31"
11-Dec-2020,Reversal,107.67,00.00,"336,110.98"
11-Dec-2020,Tax,"206,195.50",00.00,"542,306.48"
11-Dec-2020,Cash,"25,426.30",00.00,"567,732.78"
11-Dec-2020,Cash,365.00,00.00,"568,097.78"
11-Dec-2020,Interest,353.13,00.00,"568,450.91"
11-Dec-2020,ATM,05.00,00.00,"568,455.91"
11-Dec-2020,ATM,06.02,00.00,"568,461.93"
11-Dec-2020,Cheque,"183,385.00",00.00,"751,846.93"
11-Dec-2020,Tax,00.00,"751,846.93",00.00
11-Dec-2020,NEFT,02.00,00.00,02.00
11-Dec-2020,Interest,00.00,00.20,01.80
11-Dec-2020,Commission,"1,267.60",00.00,"1,269.40"
11-Dec-2020,Purchase,46.40,00.00,"1,315.80"
11-Dec-2020,Transfer,00.00,657.90,657.90
11-Dec-2020,IMPS,"69,287.50",00.00,"69,945.40"
11-Dec-2020,Transfer,00.00,"69,945.40",00.00
11-Dec-2020,Debit Card,"24,144.90",00.00,"24,144.90"
11-Dec-2020,RTGS,00.00,"3,449.27","20,695.63"
11-Dec-2020,Reversal,61.00,00.00,"20,756.63"
11-Dec-2020,Tax,00.00,"3,459.44","17,297.19"
11-Dec-2020,Cheque,"24,985.00",00.00,"42,282.19"
11-Dec-2020,Transfer,"22,312.41",00.00,"64,594.60"
11-Dec-2020,Commission,43.47,00.00,"64,638.07"
11-Dec-2020,Debit Card,"2,435.10",00.00,"67,073.17"
11-Dec-2020,Reversal,"222,871.97",00.00,"289,945.14"
11-Dec-2020,Debit Card,"161,366.70",00.00,"451,311.84"
11-Dec-2020,ATM,00.00,"150,437.28","300,874.56"
11-Dec-2020,IMPS,725.00,00.00,"301,599.56"
11-Dec-2020,Purchase,00.00,"33,511.06","268,088.50"
11-Dec-2020,Commission,"731,888.50",00.00,"999,977.00"
11-Dec-2020,Purchase,07.08,00.00,"999,984.08"
11-Dec-2020,Purchase,00.00,"142,854.87","857,129.21"
11-Dec-2020,RTGS,"12,024.70",00.00,"869,153.91"
11-Dec-2020,Interest,111.00,00.00,"869,264.91"
11-Dec-2020,Debit Card,09.80,00.00,"869,274.71"
11-Dec-2020,RTGS,00.00,"289,758.24","579,516.47"
11-Dec-2020,IMPS,00.00,"144,879.12","434,637.35"
11-Dec-2020,IMPS,00.00,"86,927.47","347,709.88"
11-Dec-2020,Interest,550.00,00.00,"348,259.88"
11-Dec-2020,Cash,00.00,"38,695.54","309,564.34"
11-Dec-2020,Cheque,17.00,00.00,"309,581.34"
11-Dec-2020,Interest,00.00,"34,397.93","275,183.41"
11-Dec-2020,Tax,00.00,"45,863.90","229,319.51"
11-Dec-2020,Miscellaneous,00.00,"114,659.76","114,659.76"
11-Dec-2020,Cheque,56.37,00.00,"114,716.13"
11-Dec-2020,Interest,378.00,00.00,"115,094.13"
11-Dec-2020,Commission,03.70,00.00,"115,097.83"
11-Dec-2020,ATM,"527,382.00",00.00,"642,479.83"
11-Dec-2020,Reversal,06.00,00.00,"642,485.83"
11-Dec-2020,Miscellaneous,00.00,"214,161.94","428,323.89"
11-Dec-2020,Commission,00.00,"85,664.78","342,659.11"
11-Dec-2020,Commission,"656,577.00",00.00,"999,236.11"
11-Dec-2020,Bill,87.00,00.00,"999,323.11"
11-Dec-2020,RTGS,"1,926,258.00",00.00,"2,925,581.11"
11-Dec-2020,Purchase,440.00,00.00,"2,926,021.11"
11-Dec-2020,Tax,"1,907,468.00",00.00,"4,833,489.11"
11-Dec-2020,Cash,00.00,"537,054.35","4,296,434.76"
11-Dec-2020,Cash,00.00,"537,054.35","3,759,380.42"
11-Dec-2020,Reversal,00.00,"3,759,380.42",00.00
11-Dec-2020,Cash,"1,194,743.00",00.00,"1,194,743.00"
11-Dec-2020,Cheque,"695,307.00",00.00,"1,890,050.00"
11-Dec-2020,ATM,"4,861.00",00.00,"1,894,911.00"
12-Dec-2020,Commission,"195,616.25",00.00,"2,090,527.25"
12-Dec-2020,Commission,00.00,"696,842.42","1,393,684.83"
12-Dec-2020,RTGS,00.00,"348,421.21","1,045,263.62"
12-Dec-2020,IMPS,00.00,"1,045,263.62",00.00
12-Dec-2020,Cash,61.00,00.00,61.00
12-Dec-2020,Cash,"2,017,197.00",00.00,"2,017,258.00"
13-Dec-2020,Miscellaneous,"22,649.30",00.00,"2,039,907.30"
13-Dec-2020,Commission,06.00,00.00,"2,039,913.30"
13-Dec-2020,Reversal,19.00,00.00,"2,039,932.30"
13-Dec-2020,Reversal,00.10,00.00,"2,039,932.40"
13-Dec-2020,Transfer,950.20,00.00,"2,040,882.60"
13-Dec-2020,Cash,"263,354.00",00.00,"2,304,236.60"
13-Dec-2020,IMPS,"1,766,121.00",00.00,"4,070,357.60"
13-Dec-2020,Bill,"205,148.00",00.00,"4,275,505.60"
13-Dec-2020,Interest,00.00,"475,056.18","3,800,449.42"
13-Dec-2020,Purchase,"1,744.00",00.00,"3,802,193.42"
13-Dec-2020,Debit Card,00.00,"422,465.94","3,379,727.48"
13-Dec-2020,NEFT,00.00,"3,379,727.48",00.00
13-Dec-2020,IMPS,"2,479.20",00.00,"2,479.20"
13-Dec-2020,IMPS,"69,881.94",00.00,"72,361.14"
13-Dec-2020,Bill,48.00,00.00,"72,409.14"
13-Dec-2020,Debit Card,"150,675.00",00.00,"223,084.14"
